scenario,horizon_h,n,days,win_rate,avg_ret_net,expectancy,profit_factor,day_t_stat,day_avg,price_thr,vol_thr
Pup_OIdown,1,173,22,0.4393063583815029,-0.007606138573683485,-0.007606138573683485,0.7052074091410098,-1.6203453160480634,-0.009423251206894028,6.0,1.5
Pup_OIdown,4,173,22,0.45664739884393063,0.005322184840991331,0.005322184840991331,1.134077936779109,0.7453449059446294,0.008304424481770963,6.0,1.5
Pup_OIdown,24,173,22,0.47398843930635837,0.01530969016257201,0.01530969016257201,1.2168619953689188,1.5335295842878989,0.03169506385559378,6.0,1.5
Pup_OIup,1,330,22,0.43636363636363634,0.006090793663721041,0.006090793663721041,1.237160316907417,0.9041514589433123,0.004531662490178356,6.0,2.0
Pup_OIup,4,330,22,0.4818181818181818,0.030958796380409707,0.030958796380409707,1.7867743677746595,1.3280271613800523,0.020994225057979207,6.0,2.0
Pup_OIup,24,330,22,0.4212121212121212,0.07411532261489914,0.07411532261489914,1.9843227574952882,1.0571861066478487,0.04679569623544846,6.0,2.0
Pup_OIdown,1,139,22,0.4460431654676259,-0.006626440287729892,-0.006626440287729892,0.738825286684706,-1.3192431939479754,-0.01102305059666469,6.0,2.0
Pup_OIdown,4,139,22,0.45323741007194246,0.006222019071152376,0.006222019071152376,1.165547440634508,0.5618274914443094,0.006180963408244383,6.0,2.0
Pup_OIdown,24,139,22,0.460431654676259,0.0064692125144979245,0.0064692125144979245,1.0907844969033498,0.9239964880537874,0.020286293578490724,6.0,2.0
Pup_OIup,1,273,22,0.43223443223443225,0.0035414907001829104,0.0035414907001829104,1.139156907786237,0.7638012844344052,0.004250428980924023,6.0,3.0
Pup_OIup,4,273,22,0.47985347985347987,0.01743144328968189,0.01743144328968189,1.443205827612775,1.6140389975820206,0.02201951878642055,6.0,3.0
Pup_OIup,24,273,22,0.4065934065934066,0.05959613821430913,0.05959613821430913,1.7732616639469823,1.083782194469502,0.04637083197711455,6.0,3.0
Pup_OIdown,1,86,22,0.4069767441860465,-0.001195424276285666,-0.001195424276285666,0.9462242126946458,0.49106708720425457,0.006045811023018128,6.0,3.0
Pup_OIdown,4,86,22,0.45348837209302323,0.0240009954890985,0.0240009954890985,1.754746995491443,1.4062173971894785,0.04085567400615715,6.0,3.0
Pup_OIdown,24,86,22,0.5348837209302325,0.056998776607167394,0.056998776607167394,2.237076587781631,2.3829502974892436,0.09473297271567116,6.0,3.0
Pup_OIup,1,235,22,0.43829787234042555,0.0019726991789663514,0.0019726991789663514,1.075831471339506,0.6939999071546732,0.003721627109396421,6.0,4.0
Pup_OIup,4,235,22,0.4765957446808511,0.017532449074893368,0.017532449074893368,1.4595213572740982,1.752087387060291,0.025659895604665126,6.0,4.0
Pup_OIup,24,235,22,0.4,0.06427467109151738,0.06427467109151738,1.90902137514314,1.2428506569330606,0.054372009496329435,6.0,4.0
Pup_OIdown,1,61,21,0.3770491803278688,-0.004629637178922833,-0.004629637178922833,0.800604531918312,-0.969178401798316,-0.007219993228698469,6.0,4.0
Pup_OIdown,4,61,21,0.4918032786885246,0.03065597722279822,0.03065597722279822,2.07634916656961,1.5041092495706472,0.028212547369075174,6.0,4.0
Pup_OIdown,24,61,21,0.5573770491803278,0.05843397753740441,0.05843397753740441,2.2855065229334954,1.9307746874630114,0.0692014700601676,6.0,4.0
